"Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",87.8532697502077,250
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",90.8394914006352,250
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",83.4831840276716,250
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",479.772042013187,1250
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",539.980214609949,1450
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",533.921530575054,1400
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",514.98814296601,1350
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",471.920192475227,1250
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",513.069557255078,1400
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",503.060252308628,1350
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",442.262992633893,1200
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",458.185996690476,1250
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",497.334800205169,1350
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",523.79649146973,1450
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",488.27257716936,1350
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",491.801823395208,1400
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",499.968929487692,1400
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",531.572079149911,1500
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",487.895816133585,1350
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",463.171348150754,1350
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",453.768621534159,1300
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",491.379528000536,1400
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",463.867846418649,1350
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",500.084485770077,1450
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",542.127835456451,1550
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",512.147557338314,1500
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",480.780130881476,1400
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",473.396434031279,1400
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",485.623449028823,1400
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",508.118789757119,1500
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",462.519731821712,1350
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",292.873995480781,800
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",326.377575940665,850
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",321.860239249444,850
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",298.144221620538,800
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",271.864963776234,750
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",288.296362685787,750
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",293.897975950407,800
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",262.528941668534,700
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",269.970253277648,750
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",272.19223067088,750
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",267.748275884416,700
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",258.490036745951,700
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",264.989268492107,700
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",276.882194988246,750
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",274.280617317216,750
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",229.310489003689,600
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",242.549823621265,650
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",252.594064783495,700
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",258.546207694447,700
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",237.713707506117,650
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",243.586896828846,650
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",275.913255524535,750
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",245.092193719706,650
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",256.74076163785,700
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",240.099821341775,650
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",279.814710486824,750
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",240.544212842964,650
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",236.824548099109,650
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",188.203421526216,300
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",225.364606668335,400
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",224.76523271443,400
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",221.768362944904,350
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",194.997070767687,350
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",229.77725005666,400
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",231.48775067743,400
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",212.672243848968,350
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",201.802587981838,350
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",193.621401982574,350
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",207.256711981347,400
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",212.710835980856,400
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",203.422075774723,400
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",209.219077934107,400
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",203.422075774723,400
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",190.247070867034,350
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",181.034804198259,350
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",157.891150252459,300
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",194.920996565739,400
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",196.463906828792,400
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",176.030896991301,350
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",204.953650717581,400
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",194.978414829082,400
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",183.512889569171,350
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Age","65+ Years",172.306107138192,350
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Age","65+ Years",205.332681932224,400
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Age","65+ Years",183.11864074899,400
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Age","65+ Years",185.4746700287,400
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",281.157243213065,1400
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",310.076273943552,1550
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",309.473794136667,1550
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",293.809319157653,1450
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",274.197159593596,1400
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",294.712630527218,1500
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",295.304422957996,1500
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",268.279235285821,1350
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",266.708890732157,1400
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",277.361751291538,1450
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",294.98739330797,1500
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",263.222500003632,1350
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",277.695699446043,1450
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",293.569489428152,1550
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",288.214475940211,1500
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",267.941924878723,1400
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",263.882085974639,1400
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",267.857354127772,1400
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",290.762470629157,1550
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",274.672099533143,1450
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",289.145119602991,1550
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",323.827916880731,1700
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",305.920844951363,1600
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",276.703300649727,1450
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Sex","Males",282.466193683207,1500
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Sex","Males",306.651895105669,1650
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Sex","Males",307.419956211979,1650
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Sex","Males",284.04317388576,1500
"AHRQ","Oregon",2016,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",269.754181337379,1350
"AHRQ","Oregon",2016,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",295.529380283547,1500
"AHRQ","Oregon",2016,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",295.529380283547,1500
"AHRQ","Oregon",2016,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",278.608257311253,1400
"AHRQ","Oregon",2017,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",242.250378516216,1250
"AHRQ","Oregon",2017,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",275.091338921126,1400
"AHRQ","Oregon",2017,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",268.523146840144,1400
"AHRQ","Oregon",2017,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",237.614007635523,1250
"AHRQ","Oregon",2018,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",246.767694106691,1300
"AHRQ","Oregon",2018,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",251.319903682832,1350
"AHRQ","Oregon",2018,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",256.630814854998,1350
"AHRQ","Oregon",2018,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",256.251464056986,1350
"AHRQ","Oregon",2019,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",245.061016627934,1300
"AHRQ","Oregon",2019,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",242.058737710593,1300
"AHRQ","Oregon",2019,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",258.571271755967,1400
"AHRQ","Oregon",2019,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",226.296773394555,1200
"AHRQ","Oregon",2020,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",224.955357516344,1200
"AHRQ","Oregon",2020,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",208.966794916009,1100
"AHRQ","Oregon",2020,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",228.115887332689,1250
"AHRQ","Oregon",2020,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",215.659681585917,1150
"AHRQ","Oregon",2021,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",219.496889326743,1200
"AHRQ","Oregon",2021,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",241.536961705059,1300
"AHRQ","Oregon",2021,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",217.643836013016,1200
"AHRQ","Oregon",2021,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",223.75613845715,1200
"AHRQ","Oregon",2022,"Q1","ED Treat-and-Release","All Opioids","Sex","Females",211.147957764198,1150
"AHRQ","Oregon",2022,"Q2","ED Treat-and-Release","All Opioids","Sex","Females",224.840833079898,1200
"AHRQ","Oregon",2022,"Q3","ED Treat-and-Release","All Opioids","Sex","Females",209.534675353517,1150
"AHRQ","Oregon",2022,"Q4","ED Treat-and-Release","All Opioids","Sex","Females",203.234025539751,1100
"AHRQ","Oregon",2016,"Q1","IP","All Opioids","Total","All Inpatient Stays",404.812626401386,4050
"AHRQ","Oregon",2016,"Q2","IP","All Opioids","Total","All Inpatient Stays",395.768541456557,4000
"AHRQ","Oregon",2016,"Q3","IP","All Opioids","Total","All Inpatient Stays",376.01184213409,3800
"AHRQ","Oregon",2016,"Q4","IP","All Opioids","Total","All Inpatient Stays",378.255659962423,3800
"AHRQ","Oregon",2017,"Q1","IP","All Opioids","Total","All Inpatient Stays",379.254892304415,3900
"AHRQ","Oregon",2017,"Q2","IP","All Opioids","Total","All Inpatient Stays",363.735581813698,3750
"AHRQ","Oregon",2017,"Q3","IP","All Opioids","Total","All Inpatient Stays",372.349340893974,3800
"AHRQ","Oregon",2017,"Q4","IP","All Opioids","Total","All Inpatient Stays",364.735703040577,3750
"AHRQ","Oregon",2018,"Q1","IP","All Opioids","Total","All Inpatient Stays",364.852050411489,3800
"AHRQ","Oregon",2018,"Q2","IP","All Opioids","Total","All Inpatient Stays",365.139164747478,3800
"AHRQ","Oregon",2018,"Q3","IP","All Opioids","Total","All Inpatient Stays",351.675176217918,3650
"AHRQ","Oregon",2018,"Q4","IP","All Opioids","Total","All Inpatient Stays",361.378479650193,3750
"AHRQ","Oregon",2019,"Q1","IP","All Opioids","Total","All Inpatient Stays",349.625338938774,3700
"AHRQ","Oregon",2019,"Q2","IP","All Opioids","Total","All Inpatient Stays",349.720053577774,3700
"AHRQ","Oregon",2019,"Q3","IP","All Opioids","Total","All Inpatient Stays",336.317208426168,3550
"AHRQ","Oregon",2019,"Q4","IP","All Opioids","Total","All Inpatient Stays",330.99330171465,3500
"AHRQ","Oregon",2020,"Q1","IP","All Opioids","Total","All Inpatient Stays",316.347374240413,3350
"AHRQ","Oregon",2020,"Q2","IP","All Opioids","Total","All Inpatient Stays",283.505712188499,3000
"AHRQ","Oregon",2020,"Q3","IP","All Opioids","Total","All Inpatient Stays",332.292586491119,3550
"AHRQ","Oregon",2020,"Q4","IP","All Opioids","Total","All Inpatient Stays",319.037892046395,3400
"AHRQ","Oregon",2021,"Q1","IP","All Opioids","Total","All Inpatient Stays",309.437235181855,3300
"AHRQ","Oregon",2021,"Q2","IP","All Opioids","Total","All Inpatient Stays",328.353599013714,3500
"AHRQ","Oregon",2021,"Q3","IP","All Opioids","Total","All Inpatient Stays",293.596836494087,3150
"AHRQ","Oregon",2021,"Q4","IP","All Opioids","Total","All Inpatient Stays",293.086471854628,3150
"AHRQ","Oregon",2022,"Q1","IP","All Opioids","Total","All Inpatient Stays",286.932914413862,3100
"AHRQ","Oregon",2022,"Q2","IP","All Opioids","Total","All Inpatient Stays",305.54961260914,3300
"AHRQ","Oregon",2022,"Q3","IP","All Opioids","Total","All Inpatient Stays",295.297191054144,3150
"AHRQ","Oregon",2022,"Q4","IP","All Opioids","Total","All Inpatient Stays",308.035824533377,3300
"AHRQ","Oregon",2016,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2017,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2018,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2019,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2020,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2021,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q1","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q2","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q3","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2022,"Q4","IP","All Opioids","Age","<1 Year",NA,NA
"AHRQ","Oregon",2016,"Q1","IP","All Opioids","Age","1-24 Years",69.8892552691584,200
"AHRQ","Oregon",2016,"Q2","IP","All Opioids","Age","1-24 Years",66.4452384687728,200
"AHRQ","Oregon",2016,"Q3","IP","All Opioids","Age","1-24 Years",67.20459916941,200
"AHRQ","Oregon",2016,"Q4","IP","All Opioids","Age","1-24 Years",64.096164381493,200
"AHRQ","Oregon",2017,"Q1","IP","All Opioids","Age","1-24 Years",58.342036020373,200
"AHRQ","Oregon",2017,"Q2","IP","All Opioids","Age","1-24 Years",57.5092341124729,150
"AHRQ","Oregon",2017,"Q3","IP","All Opioids","Age","1-24 Years",51.4246653384386,150
"AHRQ","Oregon",2017,"Q4","IP","All Opioids","Age","1-24 Years",51.7580484014121,150
"AHRQ","Oregon",2018,"Q1","IP","All Opioids","Age","1-24 Years",44.4719134893917,150
"AHRQ","Oregon",2018,"Q2","IP","All Opioids","Age","1-24 Years",47.9429974292634,150
"AHRQ","Oregon",2018,"Q3","IP","All Opioids","Age","1-24 Years",44.305942451871,150
"AHRQ","Oregon",2018,"Q4","IP","All Opioids","Age","1-24 Years",40.4212316316578,100
"AHRQ","Oregon",2019,"Q1","IP","All Opioids","Age","1-24 Years",50.3266986906434,150
"AHRQ","Oregon",2019,"Q2","IP","All Opioids","Age","1-24 Years",46.2083069654367,150
"AHRQ","Oregon",2019,"Q3","IP","All Opioids","Age","1-24 Years",46.6461913895997,150
"AHRQ","Oregon",2019,"Q4","IP","All Opioids","Age","1-24 Years",44.0629142439499,150
"AHRQ","Oregon",2020,"Q1","IP","All Opioids","Age","1-24 Years",43.7905494726202,150
"AHRQ","Oregon",2020,"Q2","IP","All Opioids","Age","1-24 Years",31.6082161606883,100
"AHRQ","Oregon",2020,"Q3","IP","All Opioids","Age","1-24 Years",42.8027927175987,150
"AHRQ","Oregon",2020,"Q4","IP","All Opioids","Age","1-24 Years",36.5469999357958,100
"AHRQ","Oregon",2021,"Q1","IP","All Opioids","Age","1-24 Years",36.109484619927,100
"AHRQ","Oregon",2021,"Q2","IP","All Opioids","Age","1-24 Years",42.1573743733766,150
