"Dataset","Disease","Region","Region Type","Season","Week Observed","Characteristic","Level","WVAL Category","National WVAL","State WVAL","Regional WVAL","Coverage"
"NWSS","RSV","Iowa","State","2024-25",2024-11-16,"Not Stratified","N/A","Minimal",1.9,1.55,1.55,NA
"NWSS","RSV","Iowa","State","2024-25",2024-11-23,"Not Stratified","N/A","Minimal",2.34,2.04,1.67,NA
"NWSS","RSV","Iowa","State","2024-25",2024-11-30,"Not Stratified","N/A","Minimal",2.48,2.46,1.6,NA
"NWSS","RSV","Iowa","State","2024-25",2024-12-07,"Not Stratified","N/A","Minimal",4.09,3.28,2.33,NA
"NWSS","RSV","Iowa","State","2024-25",2024-12-14,"Not Stratified","N/A","Low",5.41,4.18,3.27,NA
"NWSS","RSV","Iowa","State","2024-25",2024-12-21,"Not Stratified","N/A","Low",6.46,6.7,5.13,NA
"NWSS","RSV","Iowa","State","2024-25",2024-12-28,"Not Stratified","N/A","Moderate",6.47,8.12,2.78,NA
"NWSS","RSV","Iowa","State","2024-25",2025-01-04,"Not Stratified","N/A","High",10.11,17.43,9.22,NA
"NWSS","RSV","Iowa","State","2024-25",2025-01-11,"Not Stratified","N/A","Moderate",9.91,11.15,7.93,NA
"NWSS","RSV","Iowa","State","2024-25",2025-01-18,"Not Stratified","N/A","Moderate",8.98,9.92,6.99,NA
"NWSS","RSV","Iowa","State","2024-25",2025-01-25,"Not Stratified","N/A","High",8.41,18.09,7.11,NA
"NWSS","RSV","Iowa","State","2024-25",2025-02-01,"Not Stratified","N/A","High",8.27,17.18,6.23,NA
"NWSS","RSV","Kansas","State","2022-23",2022-08-06,"Not Stratified","N/A","Minimal",1.41,2.62,1.54,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-08-13,"Not Stratified","N/A","Minimal",1.47,2.85,2.23,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-08-20,"Not Stratified","N/A","Minimal",1.91,3.38,2.68,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-08-27,"Not Stratified","N/A","Minimal",2.67,3.68,2.25,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-09-03,"Not Stratified","N/A","Minimal",1.97,3.42,2.01,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-09-10,"Not Stratified","N/A","Low",1.76,4.94,3.94,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-09-17,"Not Stratified","N/A","Minimal",2.78,3.35,4.78,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-09-24,"Not Stratified","N/A","Low",3.54,4.55,5.58,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-10-01,"Not Stratified","N/A","Minimal",3.06,3.41,4.86,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-10-08,"Not Stratified","N/A","Low",3.75,4.29,4.35,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-10-15,"Not Stratified","N/A","Low",6.33,6.29,4.68,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-10-22,"Not Stratified","N/A","High",6.61,12.33,4.16,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-10-29,"Not Stratified","N/A","High",8.17,12.03,6.94,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-11-05,"Not Stratified","N/A","High",8.95,12.72,8.64,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-11-12,"Not Stratified","N/A","Moderate",10.83,11.51,11.61,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-11-19,"Not Stratified","N/A","High",12.28,14.88,9.08,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-11-26,"Not Stratified","N/A","High",11.57,12.73,10.69,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-12-03,"Not Stratified","N/A","Very High",13.39,21.41,14.55,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-12-10,"Not Stratified","N/A","High",11.83,17.06,11.3,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-12-17,"Not Stratified","N/A","High",11.64,16,11.77,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-12-24,"Not Stratified","N/A","High",10.31,16.06,9.12,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2022-12-31,"Not Stratified","N/A","High",9.65,15.4,7.99,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2023-01-07,"Not Stratified","N/A","High",8.49,13.25,7.23,"Limited Coverage"
"NWSS","RSV","Kansas","State","2022-23",2023-01-14,"Not Stratified","N/A","Moderate",7.83,8.42,7.05,NA
"NWSS","RSV","Kansas","State","2022-23",2023-01-21,"Not Stratified","N/A","Moderate",6.32,9.2,6.2,NA
"NWSS","RSV","Kansas","State","2022-23",2023-01-28,"Not Stratified","N/A","Low",5.39,5.1,4.37,NA
"NWSS","RSV","Kansas","State","2022-23",2023-02-04,"Not Stratified","N/A","Minimal",4.56,3.91,3.91,NA
"NWSS","RSV","Kansas","State","2022-23",2023-02-11,"Not Stratified","N/A","Low",4.47,4.87,4.11,NA
"NWSS","RSV","Kansas","State","2022-23",2023-02-18,"Not Stratified","N/A","Low",4.57,5.18,4.6,NA
"NWSS","RSV","Kansas","State","2022-23",2023-02-25,"Not Stratified","N/A","Minimal",3.66,1.84,3.37,NA
"NWSS","RSV","Kansas","State","2022-23",2023-03-04,"Not Stratified","N/A","Minimal",3.22,3.37,3.41,NA
"NWSS","RSV","Kansas","State","2022-23",2023-03-11,"Not Stratified","N/A","Minimal",3.03,3.73,3.09,NA
"NWSS","RSV","Kansas","State","2022-23",2023-03-18,"Not Stratified","N/A","Minimal",2.57,1.84,2.19,NA
"NWSS","RSV","Kansas","State","2022-23",2023-03-25,"Not Stratified","N/A","Low",2.16,4.31,1.98,NA
"NWSS","RSV","Kansas","State","2022-23",2023-04-01,"Not Stratified","N/A","Minimal",2.18,2.17,2.22,NA
"NWSS","RSV","Kansas","State","2022-23",2023-04-08,"Not Stratified","N/A","Minimal",2.03,3.81,2.18,NA
"NWSS","RSV","Kansas","State","2022-23",2023-04-15,"Not Stratified","N/A","Minimal",1.78,1.56,1.67,NA
"NWSS","RSV","Kansas","State","2022-23",2023-04-22,"Not Stratified","N/A","Minimal",1.5,1.63,1.68,NA
"NWSS","RSV","Kansas","State","2022-23",2023-04-29,"Not Stratified","N/A","Minimal",1.35,1.54,1.44,NA
"NWSS","RSV","Kansas","State","2022-23",2023-05-06,"Not Stratified","N/A","Minimal",1.35,1.85,1.4,NA
"NWSS","RSV","Kansas","State","2022-23",2023-05-13,"Not Stratified","N/A","Minimal",1.48,1.87,1.48,NA
"NWSS","RSV","Kansas","State","2022-23",2023-05-20,"Not Stratified","N/A","Minimal",1.46,1.53,1.37,NA
"NWSS","RSV","Kansas","State","2022-23",2023-05-27,"Not Stratified","N/A","Minimal",1.38,1.69,1.32,NA
"NWSS","RSV","Kansas","State","2022-23",2023-06-03,"Not Stratified","N/A","Minimal",1.29,1.51,1.18,NA
"NWSS","RSV","Kansas","State","2022-23",2023-06-10,"Not Stratified","N/A","Minimal",1.46,1.39,1.72,NA
"NWSS","RSV","Kansas","State","2022-23",2023-06-17,"Not Stratified","N/A","Minimal",1.34,1.67,1.22,NA
"NWSS","RSV","Kansas","State","2022-23",2023-06-24,"Not Stratified","N/A","Minimal",1.35,1.29,1.29,NA
"NWSS","RSV","Kansas","State","2023-24",2023-07-01,"Not Stratified","N/A","Minimal",1.35,1.6,1.25,NA
"NWSS","RSV","Kansas","State","2023-24",2023-07-08,"Not Stratified","N/A","Minimal",1.34,1.28,1.32,NA
"NWSS","RSV","Kansas","State","2023-24",2023-07-15,"Not Stratified","N/A","Minimal",1.46,1.33,1.42,NA
"NWSS","RSV","Kansas","State","2023-24",2023-07-22,"Not Stratified","N/A","Minimal",1.47,1.45,1.34,NA
"NWSS","RSV","Kansas","State","2023-24",2023-07-29,"Not Stratified","N/A","Minimal",1.38,1.43,1.18,NA
"NWSS","RSV","Kansas","State","2023-24",2023-08-05,"Not Stratified","N/A","Minimal",1.35,1.58,1.25,NA
"NWSS","RSV","Kansas","State","2023-24",2023-08-12,"Not Stratified","N/A","Minimal",1.45,1.31,1.4,NA
"NWSS","RSV","Kansas","State","2023-24",2023-08-19,"Not Stratified","N/A","Minimal",1.49,1.44,1.46,NA
"NWSS","RSV","Kansas","State","2023-24",2023-08-26,"Not Stratified","N/A","Minimal",1.66,1.73,1.52,NA
"NWSS","RSV","Kansas","State","2023-24",2023-09-02,"Not Stratified","N/A","Minimal",1.4,1.44,1.27,NA
"NWSS","RSV","Kansas","State","2023-24",2023-09-09,"Not Stratified","N/A","Minimal",1.53,1.2,1.18,NA
"NWSS","RSV","Kansas","State","2023-24",2023-09-16,"Not Stratified","N/A","Minimal",1.54,1.26,1.31,NA
"NWSS","RSV","Kansas","State","2023-24",2023-09-23,"Not Stratified","N/A","Minimal",1.64,1.4,1.29,NA
"NWSS","RSV","Kansas","State","2023-24",2023-09-30,"Not Stratified","N/A","Minimal",2.02,2.06,1.57,NA
"NWSS","RSV","Kansas","State","2023-24",2023-10-07,"Not Stratified","N/A","Minimal",1.81,1.61,1.39,NA
"NWSS","RSV","Kansas","State","2023-24",2023-10-14,"Not Stratified","N/A","Minimal",1.69,0.99,1.28,NA
"NWSS","RSV","Kansas","State","2023-24",2023-10-21,"Not Stratified","N/A","Minimal",1.96,1.18,1.63,NA
"NWSS","RSV","Kansas","State","2023-24",2023-10-28,"Not Stratified","N/A","Minimal",2.5,1.37,1.91,NA
"NWSS","RSV","Kansas","State","2023-24",2023-11-04,"Not Stratified","N/A","Low",3.59,4.89,2.65,NA
"NWSS","RSV","Kansas","State","2023-24",2023-11-11,"Not Stratified","N/A","Minimal",5.23,3.29,2.9,NA
"NWSS","RSV","Kansas","State","2023-24",2023-11-18,"Not Stratified","N/A","Low",7.56,4.3,4.83,NA
"NWSS","RSV","Kansas","State","2023-24",2023-11-25,"Not Stratified","N/A","Low",8.36,4.66,5.76,NA
"NWSS","RSV","Kansas","State","2023-24",2023-12-02,"Not Stratified","N/A","Moderate",11.03,9.9,11,NA
"NWSS","RSV","Kansas","State","2023-24",2023-12-09,"Not Stratified","N/A","Moderate",11.11,10.23,9.59,NA
"NWSS","RSV","Kansas","State","2023-24",2023-12-16,"Not Stratified","N/A","Moderate",11.75,11.4,10.77,NA
"NWSS","RSV","Kansas","State","2023-24",2023-12-23,"Not Stratified","N/A","High",11.17,14.74,9.68,NA
"NWSS","RSV","Kansas","State","2023-24",2023-12-30,"Not Stratified","N/A","High",13.21,15.92,11.84,NA
"NWSS","RSV","Kansas","State","2023-24",2024-01-06,"Not Stratified","N/A","High",14.53,16.64,16.97,NA
"NWSS","RSV","Kansas","State","2023-24",2024-01-13,"Not Stratified","N/A","High",11.5,13.57,13.1,NA
"NWSS","RSV","Kansas","State","2023-24",2024-01-20,"Not Stratified","N/A","Moderate",8.58,11.56,8.86,NA
"NWSS","RSV","Kansas","State","2023-24",2024-01-27,"Not Stratified","N/A","Moderate",7.68,10.9,8.1,NA
"NWSS","RSV","Kansas","State","2023-24",2024-02-03,"Not Stratified","N/A","Moderate",6.87,9.23,7.19,NA
"NWSS","RSV","Kansas","State","2023-24",2024-02-10,"Not Stratified","N/A","Low",6.45,7.76,6.9,NA
"NWSS","RSV","Kansas","State","2023-24",2024-02-17,"Not Stratified","N/A","Low",5.7,7.48,6.24,NA
"NWSS","RSV","Kansas","State","2023-24",2024-02-24,"Not Stratified","N/A","Moderate",5,8.06,6.31,NA
"NWSS","RSV","Kansas","State","2023-24",2024-03-02,"Not Stratified","N/A","Moderate",4.38,8.53,5.95,NA
"NWSS","RSV","Kansas","State","2023-24",2024-03-09,"Not Stratified","N/A","Low",3.77,5.97,4.63,NA
"NWSS","RSV","Kansas","State","2023-24",2024-03-16,"Not Stratified","N/A","Low",3.15,4.73,4.71,NA
"NWSS","RSV","Kansas","State","2023-24",2024-03-23,"Not Stratified","N/A","Minimal",2.51,1.09,4.34,NA
"NWSS","RSV","Kansas","State","2023-24",2024-03-30,"Not Stratified","N/A","Minimal",2.32,2.64,4.09,NA
"NWSS","RSV","Kansas","State","2023-24",2024-04-06,"Not Stratified","N/A","Minimal",2.14,1.75,3.85,NA
"NWSS","RSV","Kansas","State","2023-24",2024-04-13,"Not Stratified","N/A","Minimal",1.89,1.75,3.42,NA
"NWSS","RSV","Kansas","State","2023-24",2024-04-20,"Not Stratified","N/A","Minimal",1.57,1.17,2.37,NA
"NWSS","RSV","Kansas","State","2023-24",2024-04-27,"Not Stratified","N/A","Minimal",1.45,1.66,1.93,NA
"NWSS","RSV","Kansas","State","2023-24",2024-05-04,"Not Stratified","N/A","Minimal",1.46,1.8,2.3,NA
"NWSS","RSV","Kansas","State","2023-24",2024-05-11,"Not Stratified","N/A","Minimal",1.45,1.55,2.1,NA
"NWSS","RSV","Kansas","State","2023-24",2024-05-18,"Not Stratified","N/A","Minimal",1.4,1.25,1.93,NA
"NWSS","RSV","Kansas","State","2023-24",2024-05-25,"Not Stratified","N/A","Minimal",1.34,1.1,1.66,NA
"NWSS","RSV","Kansas","State","2023-24",2024-06-01,"Not Stratified","N/A","Minimal",1.29,1.14,1.78,NA
"NWSS","RSV","Kansas","State","2023-24",2024-06-08,"Not Stratified","N/A","Minimal",1.34,1.15,1.58,NA
"NWSS","RSV","Kansas","State","2023-24",2024-06-15,"Not Stratified","N/A","Minimal",1.23,1.38,1.49,NA
"NWSS","RSV","Kansas","State","2023-24",2024-06-22,"Not Stratified","N/A","Minimal",1.21,1.33,1.38,NA
"NWSS","RSV","Kansas","State","2023-24",2024-06-29,"Not Stratified","N/A","Minimal",1.28,1.11,1.62,NA
"NWSS","RSV","Kansas","State","2024-25",2024-07-06,"Not Stratified","N/A","Minimal",1.21,1.38,1.42,NA
"NWSS","RSV","Kansas","State","2024-25",2024-07-13,"Not Stratified","N/A","Minimal",1.25,1.37,1.64,NA
"NWSS","RSV","Kansas","State","2024-25",2024-07-20,"Not Stratified","N/A","Minimal",1.25,1.28,2.21,NA
"NWSS","RSV","Kansas","State","2024-25",2024-07-27,"Not Stratified","N/A","Minimal",1.24,1.15,1.54,NA
"NWSS","RSV","Kansas","State","2024-25",2024-08-03,"Not Stratified","N/A","Minimal",1.21,1.08,1.56,NA
"NWSS","RSV","Kansas","State","2024-25",2024-08-10,"Not Stratified","N/A","Minimal",1.24,1.21,1.39,NA
"NWSS","RSV","Kansas","State","2024-25",2024-08-17,"Not Stratified","N/A","Minimal",1.21,1.19,1.37,NA
"NWSS","RSV","Kansas","State","2024-25",2024-08-24,"Not Stratified","N/A","Minimal",1.27,1.08,1.49,NA
"NWSS","RSV","Kansas","State","2024-25",2024-08-31,"Not Stratified","N/A","Minimal",1.22,1.52,1.33,NA
"NWSS","RSV","Kansas","State","2024-25",2024-09-07,"Not Stratified","N/A","Minimal",1.2,1.04,1.21,NA
"NWSS","RSV","Kansas","State","2024-25",2024-09-14,"Not Stratified","N/A","Minimal",1.18,1.27,1.2,NA
"NWSS","RSV","Kansas","State","2024-25",2024-09-21,"Not Stratified","N/A","Minimal",1.13,1.16,1.1,NA
"NWSS","RSV","Kansas","State","2024-25",2024-09-28,"Not Stratified","N/A","Minimal",1.21,1.21,1.19,NA
"NWSS","RSV","Kansas","State","2024-25",2024-10-05,"Not Stratified","N/A","Minimal",1.24,1.05,1.35,NA
"NWSS","RSV","Kansas","State","2024-25",2024-10-12,"Not Stratified","N/A","Minimal",1.15,1.47,1.1,NA
"NWSS","RSV","Kansas","State","2024-25",2024-10-19,"Not Stratified","N/A","Minimal",1.25,1.21,1.18,NA
"NWSS","RSV","Kansas","State","2024-25",2024-10-26,"Not Stratified","N/A","Minimal",1.14,1,1.06,NA
"NWSS","RSV","Kansas","State","2024-25",2024-11-02,"Not Stratified","N/A","Minimal",1.26,1.45,1.13,NA
"NWSS","RSV","Kansas","State","2024-25",2024-11-09,"Not Stratified","N/A","Minimal",1.52,1.27,1.34,NA
"NWSS","RSV","Kansas","State","2024-25",2024-11-16,"Not Stratified","N/A","Minimal",1.9,1.19,1.55,NA
"NWSS","RSV","Kansas","State","2024-25",2024-11-23,"Not Stratified","N/A","Minimal",2.34,1.72,1.67,NA
"NWSS","RSV","Kansas","State","2024-25",2024-11-30,"Not Stratified","N/A","Minimal",2.48,1.48,1.6,NA
"NWSS","RSV","Kansas","State","2024-25",2024-12-07,"Not Stratified","N/A","Minimal",4.09,2.81,2.33,NA
"NWSS","RSV","Kansas","State","2024-25",2024-12-14,"Not Stratified","N/A","Low",5.41,4.44,3.27,NA
"NWSS","RSV","Kansas","State","2024-25",2024-12-21,"Not Stratified","N/A","Low",6.46,5.11,5.13,NA
"NWSS","RSV","Kansas","State","2024-25",2024-12-28,"Not Stratified","N/A","Low",6.47,5.81,2.78,NA
"NWSS","RSV","Kansas","State","2024-25",2025-01-04,"Not Stratified","N/A","High",10.11,13.86,9.22,NA
"NWSS","RSV","Kansas","State","2024-25",2025-01-11,"Not Stratified","N/A","High",9.91,13.48,7.93,NA
"NWSS","RSV","Kansas","State","2024-25",2025-01-18,"Not Stratified","N/A","Moderate",8.98,11.32,6.99,NA
"NWSS","RSV","Kansas","State","2024-25",2025-01-25,"Not Stratified","N/A","Moderate",8.41,9.06,7.11,NA
"NWSS","RSV","Kansas","State","2024-25",2025-02-01,"Not Stratified","N/A","Moderate",8.27,10.43,6.23,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-03-05,"Not Stratified","N/A","Minimal",1.75,1.26,1.35,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-03-12,"Not Stratified","N/A","Minimal",2.68,1.42,1.42,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-03-19,"Not Stratified","N/A","Minimal",1.55,1.13,1.13,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-03-26,"Not Stratified","N/A","Minimal",2.06,1.21,3.92,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-04-02,"Not Stratified","N/A","Minimal",1.69,0.74,1.64,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-04-09,"Not Stratified","N/A","Minimal",2.17,1.3,1.59,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-04-16,"Not Stratified","N/A","Minimal",1.84,3.51,1.41,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-04-23,"Not Stratified","N/A","Minimal",1.35,0.91,1.19,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-04-30,"Not Stratified","N/A","Minimal",1.34,0.77,1.25,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-05-07,"Not Stratified","N/A","Low",1.41,5.77,2.21,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-05-14,"Not Stratified","N/A","Minimal",1.6,0.99,2.63,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-05-21,"Not Stratified","N/A","Minimal",1.62,1.05,1.72,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-05-28,"Not Stratified","N/A","Minimal",1.63,1.12,2.4,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-06-04,"Not Stratified","N/A","Minimal",1.41,1.41,5.22,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-06-11,"Not Stratified","N/A","Low",1.54,4.56,6.6,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-06-18,"Not Stratified","N/A","Minimal",1.21,1.29,3.34,NA
"NWSS","RSV","Kentucky","State","2021-22",2022-06-25,"Not Stratified","N/A","Minimal",1.33,1.11,2.5,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-07-02,"Not Stratified","N/A","Minimal",1.38,0.56,3.27,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-07-09,"Not Stratified","N/A","Minimal",1.62,0.97,4.89,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-07-16,"Not Stratified","N/A","Minimal",2.62,2.63,6.9,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-07-23,"Not Stratified","N/A","Minimal",2.1,1.23,3.8,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-07-30,"Not Stratified","N/A","Minimal",1.69,1.25,3.04,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-08-06,"Not Stratified","N/A","Minimal",1.41,1.2,3.15,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-08-13,"Not Stratified","N/A","Minimal",1.47,1.19,1.93,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-08-20,"Not Stratified","N/A","Minimal",1.91,1.07,3.94,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-08-27,"Not Stratified","N/A","Minimal",2.67,2.67,3.97,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-09-03,"Not Stratified","N/A","Minimal",1.97,1.09,5.65,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-09-10,"Not Stratified","N/A","Minimal",1.76,0.97,4.83,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-09-17,"Not Stratified","N/A","Minimal",2.78,2.86,5.12,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-09-24,"Not Stratified","N/A","Minimal",3.54,3.73,5.77,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-10-01,"Not Stratified","N/A","Low",3.06,6.84,7.22,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-10-08,"Not Stratified","N/A","Minimal",3.75,3.57,6.8,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-10-15,"Not Stratified","N/A","Low",6.33,6.71,8.24,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-10-22,"Not Stratified","N/A","Low",6.61,7.42,7.8,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-10-29,"Not Stratified","N/A","Low",8.17,7.12,9.55,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-11-05,"Not Stratified","N/A","Low",8.95,5.21,9.99,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-11-12,"Not Stratified","N/A","High",10.83,13.47,8.98,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-11-19,"Not Stratified","N/A","High",12.28,14.4,10.8,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-11-26,"Not Stratified","N/A","Moderate",11.57,9.06,11.09,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-12-03,"Not Stratified","N/A","High",13.39,12.02,7.99,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-12-10,"Not Stratified","N/A","Moderate",11.83,11.55,9.81,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-12-17,"Not Stratified","N/A","Low",11.64,6.68,8.24,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-12-24,"Not Stratified","N/A","Moderate",10.31,9.85,9.2,NA
"NWSS","RSV","Kentucky","State","2022-23",2022-12-31,"Not Stratified","N/A","No Data",9.65,NA,8.79,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-01-07,"Not Stratified","N/A","Minimal",8.49,2.42,7.04,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-01-14,"Not Stratified","N/A","Low",7.83,5.71,5.12,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-01-21,"Not Stratified","N/A","Low",6.32,5.22,3.69,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-01-28,"Not Stratified","N/A","Low",5.39,5.13,3.54,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-02-04,"Not Stratified","N/A","No Data",4.56,NA,3.04,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-02-11,"Not Stratified","N/A","Low",4.47,5.69,3.58,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-02-18,"Not Stratified","N/A","Minimal",4.57,2.65,2.91,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-02-25,"Not Stratified","N/A","Minimal",3.66,1.04,2.74,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-03-04,"Not Stratified","N/A","Minimal",3.22,1.16,2.07,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-03-11,"Not Stratified","N/A","Minimal",3.03,3.18,1.76,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-03-18,"Not Stratified","N/A","Minimal",2.57,1.14,1.39,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-03-25,"Not Stratified","N/A","Minimal",2.16,1.28,1.77,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-04-01,"Not Stratified","N/A","Minimal",2.18,0.91,1.37,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-04-08,"Not Stratified","N/A","Minimal",2.03,3.31,1.58,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-04-15,"Not Stratified","N/A","Minimal",1.78,0.98,1.58,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-04-22,"Not Stratified","N/A","Minimal",1.5,1.04,1.28,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-04-29,"Not Stratified","N/A","Minimal",1.35,1.01,1.21,NA
"NWSS","RSV","Kentucky","State","2022-23",2023-05-06,"Not Stratified","N/A","Minimal",1.35,1.08,1.26,NA
