"","Dataset","State","Year","Quarter","Setting","Drug","Characteristic","Level","Rate","Count"
"15876","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Sex","Males",333.404973041666,450
"15877","AHRQ","Rhode Island",2016,"Q1","IP","All Opioids","Sex","Females",373.865412124184,500
"15878","AHRQ","Rhode Island",2016,"Q2","IP","All Opioids","Sex","Females",389.290114785496,550
"15879","AHRQ","Rhode Island",2016,"Q3","IP","All Opioids","Sex","Females",414.997952554349,550
"15880","AHRQ","Rhode Island",2016,"Q4","IP","All Opioids","Sex","Females",403.24579814573,550
"15881","AHRQ","Rhode Island",2017,"Q1","IP","All Opioids","Sex","Females",402.119935205857,550
"15882","AHRQ","Rhode Island",2017,"Q2","IP","All Opioids","Sex","Females",406.52270821906,550
"15883","AHRQ","Rhode Island",2017,"Q3","IP","All Opioids","Sex","Females",391.846798175051,550
"15884","AHRQ","Rhode Island",2017,"Q4","IP","All Opioids","Sex","Females",366.163955598034,500
"15885","AHRQ","Rhode Island",2018,"Q1","IP","All Opioids","Sex","Females",333.385348301405,450
"15886","AHRQ","Rhode Island",2018,"Q2","IP","All Opioids","Sex","Females",365.695822586123,500
"15887","AHRQ","Rhode Island",2018,"Q3","IP","All Opioids","Sex","Females",340.728637911568,450
"15888","AHRQ","Rhode Island",2018,"Q4","IP","All Opioids","Sex","Females",348.071927521732,450
"15889","AHRQ","Rhode Island",2019,"Q1","IP","All Opioids","Sex","Females",344.430215323847,450
"15890","AHRQ","Rhode Island",2019,"Q2","IP","All Opioids","Sex","Females",367.147952930313,500
"15891","AHRQ","Rhode Island",2019,"Q3","IP","All Opioids","Sex","Females",345.163045569217,450
"15892","AHRQ","Rhode Island",2019,"Q4","IP","All Opioids","Sex","Females",352.491348022916,500
"15893","AHRQ","Rhode Island",2020,"Q1","IP","All Opioids","Sex","Females",332.731545637407,450
"15894","AHRQ","Rhode Island",2020,"Q2","IP","All Opioids","Sex","Females",278.99392875349,400
"15895","AHRQ","Rhode Island",2020,"Q3","IP","All Opioids","Sex","Females",372.482659496744,500
"15896","AHRQ","Rhode Island",2020,"Q4","IP","All Opioids","Sex","Females",295.924958730614,400
"15897","AHRQ","Rhode Island",2021,"Q1","IP","All Opioids","Sex","Females",280.086304808883,400
"15898","AHRQ","Rhode Island",2021,"Q2","IP","All Opioids","Sex","Females",313.902499090271,450
"15899","AHRQ","Rhode Island",2021,"Q3","IP","All Opioids","Sex","Females",272.734958225973,350
"15900","AHRQ","Rhode Island",2021,"Q4","IP","All Opioids","Sex","Females",229.362013386802,300
"15901","AHRQ","Rhode Island",2022,"Q1","IP","All Opioids","Sex","Females",244.929689205523,350
"15902","AHRQ","Rhode Island",2022,"Q2","IP","All Opioids","Sex","Females",230.020925514752,300
"15903","AHRQ","Rhode Island",2022,"Q3","IP","All Opioids","Sex","Females",244.219748077391,350
"15904","AHRQ","Rhode Island",2022,"Q4","IP","All Opioids","Sex","Females",258.41857064003,350
"15905","AHRQ","South Carolina",2016,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",164.313540227584,2000
"15906","AHRQ","South Carolina",2016,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",190.926736080961,2350
"15907","AHRQ","South Carolina",2016,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",200.488659323797,2450
"15908","AHRQ","South Carolina",2016,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",187.599225454311,2300
"15909","AHRQ","South Carolina",2017,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",176.8054838318,2200
"15910","AHRQ","South Carolina",2017,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",198.117593295503,2450
"15911","AHRQ","South Carolina",2017,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",199.87269550941,2500
"15912","AHRQ","South Carolina",2017,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",161.921374689266,2000
"15913","AHRQ","South Carolina",2018,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",171.484117530454,2150
"15914","AHRQ","South Carolina",2018,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",181.505746224705,2300
"15915","AHRQ","South Carolina",2018,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",197.033223949172,2500
"15916","AHRQ","South Carolina",2018,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",182.263365804048,2300
"15917","AHRQ","South Carolina",2019,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",176.250051541909,2250
"15918","AHRQ","South Carolina",2019,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",189.989155678379,2450
"15919","AHRQ","South Carolina",2019,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",190.855964228307,2450
"15920","AHRQ","South Carolina",2019,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",178.214450959125,2300
"15921","AHRQ","South Carolina",2020,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",173.331207927257,2250
"15922","AHRQ","South Carolina",2020,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",208.890274605712,2700
"15923","AHRQ","South Carolina",2020,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",212.371404068029,2750
"15924","AHRQ","South Carolina",2020,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",208.776152863101,2700
"15925","AHRQ","South Carolina",2021,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",191.758418222118,2500
"15926","AHRQ","South Carolina",2021,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",240.257050466707,3150
"15927","AHRQ","South Carolina",2021,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",224.759866867156,2950
"15928","AHRQ","South Carolina",2021,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",204.812521986126,2700
"15929","AHRQ","South Carolina",2022,"Q1","ED Treat-and-Release","All Opioids","Total","All ED Visits",190.941838259436,2500
"15930","AHRQ","South Carolina",2022,"Q2","ED Treat-and-Release","All Opioids","Total","All ED Visits",218.328632479525,2850
"15931","AHRQ","South Carolina",2022,"Q3","ED Treat-and-Release","All Opioids","Total","All ED Visits",218.415964915864,2850
"15932","AHRQ","South Carolina",2022,"Q4","ED Treat-and-Release","All Opioids","Total","All ED Visits",205.938003437372,2700
"15933","AHRQ","South Carolina",2016,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15934","AHRQ","South Carolina",2016,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15935","AHRQ","South Carolina",2016,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15936","AHRQ","South Carolina",2016,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15937","AHRQ","South Carolina",2017,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15938","AHRQ","South Carolina",2017,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15939","AHRQ","South Carolina",2017,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15940","AHRQ","South Carolina",2017,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15941","AHRQ","South Carolina",2018,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15942","AHRQ","South Carolina",2018,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15943","AHRQ","South Carolina",2018,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15944","AHRQ","South Carolina",2018,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15945","AHRQ","South Carolina",2019,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15946","AHRQ","South Carolina",2019,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15947","AHRQ","South Carolina",2019,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15948","AHRQ","South Carolina",2019,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15949","AHRQ","South Carolina",2020,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15950","AHRQ","South Carolina",2020,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15951","AHRQ","South Carolina",2020,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15952","AHRQ","South Carolina",2020,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15953","AHRQ","South Carolina",2021,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15954","AHRQ","South Carolina",2021,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15955","AHRQ","South Carolina",2021,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15956","AHRQ","South Carolina",2021,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15957","AHRQ","South Carolina",2022,"Q1","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15958","AHRQ","South Carolina",2022,"Q2","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15959","AHRQ","South Carolina",2022,"Q3","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15960","AHRQ","South Carolina",2022,"Q4","ED Treat-and-Release","All Opioids","Age","<1 Year",NA,NA
"15961","AHRQ","South Carolina",2016,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",74.2176516131118,300
"15962","AHRQ","South Carolina",2016,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",100.361655111389,400
"15963","AHRQ","South Carolina",2016,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",87.8324005615873,350
"15964","AHRQ","South Carolina",2016,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",86.2852140920883,350
"15965","AHRQ","South Carolina",2017,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",65.5129559010702,250
"15966","AHRQ","South Carolina",2017,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",81.0368790252215,300
"15967","AHRQ","South Carolina",2017,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",82.709811379587,300
"15968","AHRQ","South Carolina",2017,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",63.2416908068276,250
"15969","AHRQ","South Carolina",2018,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",68.234064508503,250
"15970","AHRQ","South Carolina",2018,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",64.8893193784788,250
"15971","AHRQ","South Carolina",2018,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",69.3582151542187,250
"15972","AHRQ","South Carolina",2018,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",69.3821953071159,250
"15973","AHRQ","South Carolina",2019,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",63.064863313526,250
"15974","AHRQ","South Carolina",2019,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",66.7790913644726,250
"15975","AHRQ","South Carolina",2019,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",67.4530450646266,250
"15976","AHRQ","South Carolina",2019,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",67.8054558616679,250
"15977","AHRQ","South Carolina",2020,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",68.2654603970876,250
"15978","AHRQ","South Carolina",2020,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",86.3810289914541,350
"15979","AHRQ","South Carolina",2020,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",82.6671330716786,300
"15980","AHRQ","South Carolina",2020,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",82.5892271682747,300
"15981","AHRQ","South Carolina",2021,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",77.9933284753627,300
"15982","AHRQ","South Carolina",2021,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",97.3181721769245,400
"15983","AHRQ","South Carolina",2021,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",87.9621109867669,350
"15984","AHRQ","South Carolina",2021,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",73.5697083188739,300
"15985","AHRQ","South Carolina",2022,"Q1","ED Treat-and-Release","All Opioids","Age","1-24 Years",73.2849224113314,300
"15986","AHRQ","South Carolina",2022,"Q2","ED Treat-and-Release","All Opioids","Age","1-24 Years",82.6697777641518,300
"15987","AHRQ","South Carolina",2022,"Q3","ED Treat-and-Release","All Opioids","Age","1-24 Years",77.5212081159064,300
"15988","AHRQ","South Carolina",2022,"Q4","ED Treat-and-Release","All Opioids","Age","1-24 Years",77.9312264583975,300
"15989","AHRQ","South Carolina",2016,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",334.002235802521,1050
"15990","AHRQ","South Carolina",2016,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",395.873165449631,1200
"15991","AHRQ","South Carolina",2016,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",406.625028240908,1250
"15992","AHRQ","South Carolina",2016,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",372.054453836906,1150
"15993","AHRQ","South Carolina",2017,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",364.459441229139,1150
"15994","AHRQ","South Carolina",2017,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",404.561006539542,1250
"15995","AHRQ","South Carolina",2017,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",416.501900201605,1300
"15996","AHRQ","South Carolina",2017,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",350.897111620723,1100
"15997","AHRQ","South Carolina",2018,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",371.784827567287,1200
"15998","AHRQ","South Carolina",2018,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",400.121556625344,1250
"15999","AHRQ","South Carolina",2018,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",444.666219411388,1400
"16000","AHRQ","South Carolina",2018,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",403.537367629643,1300
"16001","AHRQ","South Carolina",2019,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",390.77771096101,1250
"16002","AHRQ","South Carolina",2019,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",404.151427107809,1300
"16003","AHRQ","South Carolina",2019,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",418.406179331135,1350
"16004","AHRQ","South Carolina",2019,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",402.762371778924,1300
"16005","AHRQ","South Carolina",2020,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",384.765976947445,1250
"16006","AHRQ","South Carolina",2020,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",484.426309669847,1550
"16007","AHRQ","South Carolina",2020,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",496.380314636699,1600
"16008","AHRQ","South Carolina",2020,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",480.641154385878,1550
"16009","AHRQ","South Carolina",2021,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",433.720255151806,1400
"16010","AHRQ","South Carolina",2021,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",550.746755632652,1800
"16011","AHRQ","South Carolina",2021,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",508.948639994037,1650
"16012","AHRQ","South Carolina",2021,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",460.052493987997,1500
"16013","AHRQ","South Carolina",2022,"Q1","ED Treat-and-Release","All Opioids","Age","25-44 Years",432.439056955676,1400
"16014","AHRQ","South Carolina",2022,"Q2","ED Treat-and-Release","All Opioids","Age","25-44 Years",490.691771864989,1600
"16015","AHRQ","South Carolina",2022,"Q3","ED Treat-and-Release","All Opioids","Age","25-44 Years",500.738924799121,1650
"16016","AHRQ","South Carolina",2022,"Q4","ED Treat-and-Release","All Opioids","Age","25-44 Years",447.532942204225,1450
"16017","AHRQ","South Carolina",2016,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",169.193082400096,550
"16018","AHRQ","South Carolina",2016,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",184.550072847571,600
"16019","AHRQ","South Carolina",2016,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",211.879767614192,700
"16020","AHRQ","South Carolina",2016,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",209.106856162633,650
"16021","AHRQ","South Carolina",2017,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",189.985176354279,600
"16022","AHRQ","South Carolina",2017,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",210.501241537752,700
"16023","AHRQ","South Carolina",2017,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",204.838934960233,650
"16024","AHRQ","South Carolina",2017,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",158.068734884482,500
"16025","AHRQ","South Carolina",2018,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",161.673106534305,550
"16026","AHRQ","South Carolina",2018,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",178.84481561299,600
"16027","AHRQ","South Carolina",2018,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",195.214177685346,650
"16028","AHRQ","South Carolina",2018,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",171.74809651656,550
"16029","AHRQ","South Carolina",2019,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",178.412343183578,600
"16030","AHRQ","South Carolina",2019,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",198.32583935636,650
"16031","AHRQ","South Carolina",2019,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",199.515448191658,650
"16032","AHRQ","South Carolina",2019,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",174.292086516484,600
"16033","AHRQ","South Carolina",2020,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",169.570209270075,550
"16034","AHRQ","South Carolina",2020,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",199.319876018053,650
"16035","AHRQ","South Carolina",2020,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",195.222108291169,650
"16036","AHRQ","South Carolina",2020,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",201.370353250286,650
"16037","AHRQ","South Carolina",2021,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",186.999032515214,600
"16038","AHRQ","South Carolina",2021,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",232.821243136945,750
"16039","AHRQ","South Carolina",2021,"Q3","ED Treat-and-Release","All Opioids","Age","45-64 Years",226.148315133125,750
"16040","AHRQ","South Carolina",2021,"Q4","ED Treat-and-Release","All Opioids","Age","45-64 Years",209.82745114805,700
"16041","AHRQ","South Carolina",2022,"Q1","ED Treat-and-Release","All Opioids","Age","45-64 Years",190.371298020647,600
"16042","AHRQ","South Carolina",2022,"Q2","ED Treat-and-Release","All Opioids","Age","45-64 Years",216.070954227044,700
